Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,Sample name,Registration number,Period,Age (years ago) ,Site,latitude,longitude,Country,Species,Sex
ERR3223742,WGS,PRJEB31613,SAMEA5408176,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251205,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408176,ERP114186,BozAdyr_KYRH8_1267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213486,ERS3213486,BozAdyr_KYRH8_1267,,,,,,,,,BozAdyr_KYRH8_1267,CGG_1_018029,Middle Ages,1217,Boz-Adyr,39.998000000000005,71.07300000000001,Kyrgyzstan,horse,male
ERR3223743,WGS,PRJEB31613,SAMEA5408177,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251206,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408177,ERP114186,BroughOfDeerness_VHR010_1417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213487,ERS3213487,BroughOfDeerness_VHR010_1417,,,,,,,,,BroughOfDeerness_VHR010_1417,CGG_1_020949,Middle Ages,1317-1517,Brough Of Deerness,58.964,-2.705,United Kingdom,horse,female
ERR3223744,WGS,PRJEB31613,SAMEA5408178,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251207,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408178,ERP114186,BroughOfDeerness_VHR011_1367,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213488,ERS3213488,BroughOfDeerness_VHR011_1367,67.0,588613.0,360803.0,0.0,0.0,,,,BroughOfDeerness_VHR011_1367,CGG_1_020950,Middle Ages,1317-1417,Brough Of Deerness,58.964,-2.705,United Kingdom,horse,male
ERR3223745,WGS,PRJEB31613,SAMEA5408179,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251208,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408179,ERP114186,BroughOfDeerness_VHR037_1417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213489,ERS3213489,BroughOfDeerness_VHR037_1417,,,,,,,,,BroughOfDeerness_VHR037_1417,CGG_1_020957,Middle Ages,1317-1517,BroughOfDeerness,58.964,-2.705,United Kingdom,horse,male
ERR3223746,WGS,PRJEB31613,SAMEA5408180,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251209,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408180,ERP114186,BroughOfDeerness_VHR062_1417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213490,ERS3213490,BroughOfDeerness_VHR062_1417,67.0,534220.0,323608.0,0.0,0.0,,,,BroughOfDeerness_VHR062_1417,CGG_1_020959,Middle Ages,1317-1517,BroughOfDeerness,58.964,-2.705,United Kingdom,horse,female
ERR3223747,WGS,PRJEB31613,SAMEA5408181,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251210,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408181,ERP114186,Bruszcewo_Bru4_3917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213491,ERS3213491,Bruszcewo_Bru4_3917,,,,,,,,,Bruszcewo_Bru4_3917,CGG_1_018376,Bronze Age,3617-4217,Bruszcewo,52.007,16.562,Poland,horse,male
ERR3223748,WGS,PRJEB31613,SAMEA5408182,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251211,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408182,ERP114186,CaminoDeLasYeseras_CdY2_4678,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213492,ERS3213492,CaminoDeLasYeseras_CdY2_4678,,,,,,,,,CaminoDeLasYeseras_CdY2_4678,CGG_1_018391,Copper Age,4496-4861,"Camino de las Yeseras, Madrid",40.442,-3.4939999999999998,Spain,horse,male
ERR3223749,WGS,PRJEB31613,SAMEA5408183,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251212,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408183,ERP114186,Cantorella_UE2275x2_4791,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213493,ERS3213493,Cantorella_UE2275x2_4791,,,,,,,,,Cantorella_UE2275x2_4791,CGG_1_020989,Copper Age,4791,Cantorella,41.553000000000004,1.0390000000000001,Spain,horse,female
ERR3223750,WGS,PRJEB31613,SAMEA5408184,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251213,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408184,ERP114186,Capesterre_LIS2_417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213494,ERS3213494,Capesterre_LIS2_417,64.0,35802.0,101203.0,0.0,0.0,,,,Capesterre_LIS2_417,CGG_1_019703,Early Modern period,317-517,Capesterre-Belle-Eau,16.05,-61.568999999999996,Guadeloupe (France),horse,female
ERR3223751,WGS,PRJEB31613,SAMEA5408185,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251214,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408185,ERP114186,Capote_Cap102_2167,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213495,ERS3213495,Capote_Cap102_2167,,,,,,,,,Capote_Cap102_2167,CGG_1_016984,Iron Age,2117-2217,Capote,38.098,-6.693,Spain,horse,female
ERR3223752,WGS,PRJEB31613,SAMEA5408186,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251215,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408186,ERP114186,Charregass_NBxRa849_1667,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213496,ERS3213496,Charregass_NBxRa849_1667,,,,,,,,,Charregass_NBxRa849_1667,CGG_1_020509,Roman period,1617-1717,Steim am Rhein Charregass,47.65,8.85,Switzerland,horse,male
ERR3223753,WGS,PRJEB31613,SAMEA5408187,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251216,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408187,ERP114186,Chartres_GVA1_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213497,ERS3213497,Chartres_GVA1_1917,,,,,,,,,Chartres_GVA1_1917,CGG_1_019259,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223754,WGS,PRJEB31613,SAMEA5408188,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251217,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408188,ERP114186,Chartres_GVA111_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213498,ERS3213498,Chartres_GVA111_1917,,,,,,,,,Chartres_GVA111_1917,CGG_1_019369,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,female
ERR3223755,WGS,PRJEB31613,SAMEA5408189,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251218,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408189,ERP114186,Chartres_GVA112_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213499,ERS3213499,Chartres_GVA112_1917,,,,,,,,,Chartres_GVA112_1917,CGG_1_019370,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223756,WGS,PRJEB31613,SAMEA5408190,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251219,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408190,ERP114186,Chartres_GVA115_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213500,ERS3213500,Chartres_GVA115_1917,,,,,,,,,Chartres_GVA115_1917,CGG_1_019373,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223757,WGS,PRJEB31613,SAMEA5408191,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251220,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408191,ERP114186,Chartres_GVA2_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:10:57Z,public,ERS3213501,ERS3213501,Chartres_GVA2_1917,,,,,,,,,Chartres_GVA2_1917,CGG_1_019260,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,male
ERR3223758,WGS,PRJEB31613,SAMEA5408192,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251221,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408192,ERP114186,Chartres_GVA26_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213502,ERS3213502,Chartres_GVA26_1917,,,,,,,,,Chartres_GVA26_1917,CGG_1_019284,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223759,WGS,PRJEB31613,SAMEA5408193,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251222,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408193,ERP114186,Chartres_GVA28_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213503,ERS3213503,Chartres_GVA28_1917,,,,,,,,,Chartres_GVA28_1917,CGG_1_019286,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223760,WGS,PRJEB31613,SAMEA5408194,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251223,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408194,ERP114186,Chartres_GVA36_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213504,ERS3213504,Chartres_GVA36_1917,,,,,,,,,Chartres_GVA36_1917,CGG_1_019294,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223761,WGS,PRJEB31613,SAMEA5408195,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251224,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408195,ERP114186,Chartres_GVA39_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:37:11Z,public,ERS3213505,ERS3213505,Chartres_GVA39_1917,,,,,,,,,Chartres_GVA39_1917,CGG_1_019297,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,male
ERR3223762,WGS,PRJEB31613,SAMEA5408196,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251225,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408196,ERP114186,Chartres_GVA4_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213506,ERS3213506,Chartres_GVA4_1917,,,,,,,,,Chartres_GVA4_1917,CGG_1_019262,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223763,WGS,PRJEB31613,SAMEA5408197,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251226,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408197,ERP114186,Chartres_GVA43_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213507,ERS3213507,Chartres_GVA43_1917,,,,,,,,,Chartres_GVA43_1917,CGG_1_019301,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,female
ERR3223764,WGS,PRJEB31613,SAMEA5408198,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251227,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408198,ERP114186,Chartres_GVA47_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213508,ERS3213508,Chartres_GVA47_1917,49.0,49565.0,106393.0,0.0,0.0,,,,Chartres_GVA47_1917,CGG_1_019305,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223765,WGS,PRJEB31613,SAMEA5408199,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251228,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408199,ERP114186,Chartres_GVA48_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213509,ERS3213509,Chartres_GVA48_1917,,,,,,,,,Chartres_GVA48_1917,CGG_1_019306,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223766,WGS,PRJEB31613,SAMEA5408200,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251229,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408200,ERP114186,Chartres_GVA53_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213510,ERS3213510,Chartres_GVA53_1917,54.0,57372.0,115396.0,0.0,0.0,,,,Chartres_GVA53_1917,CGG_1_019311,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223767,WGS,PRJEB31613,SAMEA5408201,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251230,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408201,ERP114186,Chartres_GVA56_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213511,ERS3213511,Chartres_GVA56_1917,,,,,,,,,Chartres_GVA56_1917,CGG_1_019314,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223768,WGS,PRJEB31613,SAMEA5408202,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251231,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408202,ERP114186,Chartres_GVA60_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213512,ERS3213512,Chartres_GVA60_1917,,,,,,,,,Chartres_GVA60_1917,CGG_1_019318,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223769,WGS,PRJEB31613,SAMEA5408203,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251232,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408203,ERP114186,Chartres_GVA64_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:54Z,public,ERS3213513,ERS3213513,Chartres_GVA64_1917,,,,,,,,,Chartres_GVA64_1917,CGG_1_019322,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,male
ERR3223770,WGS,PRJEB31613,SAMEA5408204,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251233,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408204,ERP114186,Chartres_GVA65_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:38Z,public,ERS3213514,ERS3213514,Chartres_GVA65_1917,,,,,,,,,Chartres_GVA65_1917,CGG_1_019323,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,male
ERR3223771,WGS,PRJEB31613,SAMEA5408205,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251234,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408205,ERP114186,Chartres_GVA68_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:19Z,public,ERS3213515,ERS3213515,Chartres_GVA68_1917,,,,,,,,,Chartres_GVA68_1917,CGG_1_019326,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,male
ERR3223772,WGS,PRJEB31613,SAMEA5408206,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251235,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408206,ERP114186,Chartres_GVA75_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213516,ERS3213516,Chartres_GVA75_1917,51.0,56031.0,115618.0,0.0,0.0,,,,Chartres_GVA75_1917,CGG_1_019333,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223773,WGS,PRJEB31613,SAMEA5408207,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251236,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408207,ERP114186,Chartres_GVA78_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:01Z,public,ERS3213517,ERS3213517,Chartres_GVA78_1917,,,,,,,,,Chartres_GVA78_1917,CGG_1_019336,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,male
ERR3223774,WGS,PRJEB31613,SAMEA5408208,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251237,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408208,ERP114186,Chartres_GVA81_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213518,ERS3213518,Chartres_GVA81_1917,,,,,,,,,Chartres_GVA81_1917,CGG_1_019339,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,female
ERR3223775,WGS,PRJEB31613,SAMEA5408209,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251238,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408209,ERP114186,Chartres_GVA9_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213519,ERS3213519,Chartres_GVA9_1917,54.0,87603.0,131371.0,0.0,0.0,,,,Chartres_GVA9_1917,CGG_1_019267,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,horse,male
ERR3223776,WGS,PRJEB31613,SAMEA5408210,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251239,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408210,ERP114186,Chartres_GVA95_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:34:18Z,public,ERS3213520,ERS3213520,Chartres_GVA95_1917,57.0,79569.0,123105.0,0.0,0.0,,,,Chartres_GVA95_1917,CGG_1_019353,Roman period,1917,"Chartres, boulevard de la Courtille",48.442,1.494,France,mule,female
ERR3223777,WGS,PRJEB31613,SAMEA5408211,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251240,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408211,ERP114186,Dariali_Georgia2_317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213521,ERS3213521,Dariali_Georgia2_317,58.0,25468.0,98066.0,0.0,0.0,,,,Dariali_Georgia2_317,CGG_1_02026,Early Modern period,17-617,"Dariali, Tamara Fort",42.74,44.62,Georgia,horse,female
ERR3223778,WGS,PRJEB31613,SAMEA5408212,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251241,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408212,ERP114186,Derkul_NB2_Neolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213522,ERS3213522,Derkul_NB2_Neolithic,48.0,32830.0,112990.0,0.0,0.0,,,,Derkul_NB2_Neolithic,CGG_1_016994,Neolithic,-,Derkul,51.16,51.17,Russia,horse,male
