Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR3223750,WGS,PRJEB31613,SAMEA5408184,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251213,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408184,ERP114186,Capesterre_LIS2_417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213494,ERS3213494,Capesterre_LIS2_417,64,35802,101203,0,0,,,
ERR3223751,WGS,PRJEB31613,SAMEA5408185,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251214,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408185,ERP114186,Capote_Cap102_2167,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213495,ERS3213495,Capote_Cap102_2167,,,,,,,,
ERR3223752,WGS,PRJEB31613,SAMEA5408186,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251215,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408186,ERP114186,Charregass_NBxRa849_1667,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213496,ERS3213496,Charregass_NBxRa849_1667,,,,,,,,
ERR3223753,WGS,PRJEB31613,SAMEA5408187,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251216,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408187,ERP114186,Chartres_GVA1_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213497,ERS3213497,Chartres_GVA1_1917,,,,,,,,
ERR3223754,WGS,PRJEB31613,SAMEA5408188,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251217,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408188,ERP114186,Chartres_GVA111_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213498,ERS3213498,Chartres_GVA111_1917,,,,,,,,
ERR3223755,WGS,PRJEB31613,SAMEA5408189,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251218,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408189,ERP114186,Chartres_GVA112_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213499,ERS3213499,Chartres_GVA112_1917,,,,,,,,
ERR3223756,WGS,PRJEB31613,SAMEA5408190,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251219,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408190,ERP114186,Chartres_GVA115_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213500,ERS3213500,Chartres_GVA115_1917,,,,,,,,
ERR3223757,WGS,PRJEB31613,SAMEA5408191,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251220,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408191,ERP114186,Chartres_GVA2_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:10:57Z,public,ERS3213501,ERS3213501,Chartres_GVA2_1917,,,,,,,,
ERR3223758,WGS,PRJEB31613,SAMEA5408192,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251221,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408192,ERP114186,Chartres_GVA26_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213502,ERS3213502,Chartres_GVA26_1917,,,,,,,,
ERR3223759,WGS,PRJEB31613,SAMEA5408193,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251222,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408193,ERP114186,Chartres_GVA28_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213503,ERS3213503,Chartres_GVA28_1917,,,,,,,,
ERR3223760,WGS,PRJEB31613,SAMEA5408194,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251223,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408194,ERP114186,Chartres_GVA36_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213504,ERS3213504,Chartres_GVA36_1917,,,,,,,,
ERR3223761,WGS,PRJEB31613,SAMEA5408195,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251224,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408195,ERP114186,Chartres_GVA39_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:37:11Z,public,ERS3213505,ERS3213505,Chartres_GVA39_1917,,,,,,,,
ERR3223762,WGS,PRJEB31613,SAMEA5408196,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251225,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408196,ERP114186,Chartres_GVA4_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213506,ERS3213506,Chartres_GVA4_1917,,,,,,,,
ERR3223763,WGS,PRJEB31613,SAMEA5408197,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251226,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408197,ERP114186,Chartres_GVA43_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213507,ERS3213507,Chartres_GVA43_1917,,,,,,,,
ERR3223764,WGS,PRJEB31613,SAMEA5408198,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251227,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408198,ERP114186,Chartres_GVA47_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213508,ERS3213508,Chartres_GVA47_1917,49,49565,106393,0,0,,,
ERR3223765,WGS,PRJEB31613,SAMEA5408199,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251228,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408199,ERP114186,Chartres_GVA48_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213509,ERS3213509,Chartres_GVA48_1917,,,,,,,,
ERR3223766,WGS,PRJEB31613,SAMEA5408200,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251229,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408200,ERP114186,Chartres_GVA53_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213510,ERS3213510,Chartres_GVA53_1917,54,57372,115396,0,0,,,
ERR3223767,WGS,PRJEB31613,SAMEA5408201,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251230,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408201,ERP114186,Chartres_GVA56_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213511,ERS3213511,Chartres_GVA56_1917,,,,,,,,
ERR3223768,WGS,PRJEB31613,SAMEA5408202,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251231,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408202,ERP114186,Chartres_GVA60_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213512,ERS3213512,Chartres_GVA60_1917,,,,,,,,
ERR3223769,WGS,PRJEB31613,SAMEA5408203,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251232,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408203,ERP114186,Chartres_GVA64_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:54Z,public,ERS3213513,ERS3213513,Chartres_GVA64_1917,,,,,,,,
ERR3223770,WGS,PRJEB31613,SAMEA5408204,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251233,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408204,ERP114186,Chartres_GVA65_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:38Z,public,ERS3213514,ERS3213514,Chartres_GVA65_1917,,,,,,,,
ERR3223771,WGS,PRJEB31613,SAMEA5408205,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251234,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408205,ERP114186,Chartres_GVA68_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:19Z,public,ERS3213515,ERS3213515,Chartres_GVA68_1917,,,,,,,,
ERR3223772,WGS,PRJEB31613,SAMEA5408206,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251235,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408206,ERP114186,Chartres_GVA75_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213516,ERS3213516,Chartres_GVA75_1917,51,56031,115618,0,0,,,
ERR3223773,WGS,PRJEB31613,SAMEA5408207,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251236,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408207,ERP114186,Chartres_GVA78_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:36:01Z,public,ERS3213517,ERS3213517,Chartres_GVA78_1917,,,,,,,,
ERR3223774,WGS,PRJEB31613,SAMEA5408208,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251237,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408208,ERP114186,Chartres_GVA81_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213518,ERS3213518,Chartres_GVA81_1917,,,,,,,,
ERR3223775,WGS,PRJEB31613,SAMEA5408209,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251238,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408209,ERP114186,Chartres_GVA9_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213519,ERS3213519,Chartres_GVA9_1917,54,87603,131371,0,0,,,
ERR3223776,WGS,PRJEB31613,SAMEA5408210,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251239,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408210,ERP114186,Chartres_GVA95_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:34:18Z,public,ERS3213520,ERS3213520,Chartres_GVA95_1917,57,79569,123105,0,0,,,
ERR3223777,WGS,PRJEB31613,SAMEA5408211,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251240,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408211,ERP114186,Dariali_Georgia2_317,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213521,ERS3213521,Dariali_Georgia2_317,58,25468,98066,0,0,,,
ERR3223778,WGS,PRJEB31613,SAMEA5408212,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251241,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408212,ERP114186,Derkul_NB2_Neolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213522,ERS3213522,Derkul_NB2_Neolithic,48,32830,112990,0,0,,,
ERR3223779,WGS,PRJEB31613,SAMEA5408213,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251242,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408213,ERP114186,Derkul_NB4_Neolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213523,ERS3213523,Derkul_NB4_Neolithic,60,473556,331155,0,0,,,
ERR3223780,WGS,PRJEB31613,SAMEA5408214,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251243,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408214,ERP114186,ElAcequion_Spain38_4058,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213524,ERS3213524,ElAcequion_Spain38_4058,47,6448590,2609340,6,2,,,
ERR3223781,WGS,PRJEB31613,SAMEA5408215,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251244,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408215,ERP114186,ElAcequion_Spain39_3993,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213525,ERS3213525,ElAcequion_Spain39_3993,71,2887229,1343597,2,1,,,
ERR3223782,WGS,PRJEB31613,SAMEA5408216,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251245,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408216,ERP114186,ElsVilars_UE4618_2672,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213526,ERS3213526,ElsVilars_UE4618_2672,81,4382893,1972199,4,1,,,
ERR3223783,WGS,PRJEB31613,SAMEA5408217,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251246,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408217,ERP114186,Evreux_GVA130_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:17:52Z,public,ERS3213527,ERS3213527,Evreux_GVA130_1817,58,89567,129132,0,0,,,
ERR3223784,WGS,PRJEB31613,SAMEA5408218,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251247,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408218,ERP114186,Evreux_GVA132_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:17:28Z,public,ERS3213528,ERS3213528,Evreux_GVA132_1817,56,115282,141309,0,0,,,
ERR3223785,WGS,PRJEB31613,SAMEA5408219,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251248,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408219,ERP114186,Evreux_GVA133_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213529,ERS3213529,Evreux_GVA133_1817,55,1114314,647553,1,0,,,
ERR3223786,WGS,PRJEB31613,SAMEA5408220,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251249,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408220,ERP114186,Evreux_GVA135_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213530,ERS3213530,Evreux_GVA135_1817,57,651413,408459,0,0,,,
ERR3223787,WGS,PRJEB31613,SAMEA5408221,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251250,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408221,ERP114186,Evreux_GVA140_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213531,ERS3213531,Evreux_GVA140_1817,54,941186,572926,0,0,,,
ERR3223788,WGS,PRJEB31613,SAMEA5408222,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251251,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408222,ERP114186,Fengtai_Fen4_2820,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213532,ERS3213532,Fengtai_Fen4_2820,65,2363335,1164935,2,1,,,
ERR3223789,WGS,PRJEB31613,SAMEA5408223,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251252,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408223,ERP114186,FrankfurtHeddernheim_Fr1_1863,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213533,ERS3213533,FrankfurtHeddernheim_Fr1_1863,55,1818537,973244,1,0,,,
ERR3223790,WGS,PRJEB31613,SAMEA5408224,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251253,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408224,ERP114186,GolModII_Mon23_2007,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213534,ERS3213534,GolModII_Mon23_2007,60,6398841,2769921,6,2,,,
ERR3223791,WGS,PRJEB31613,SAMEA5408225,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251254,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408225,ERP114186,GolModII_Mon24_1993,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213535,ERS3213535,GolModII_Mon24_1993,,,,,,,,
ERR3223792,WGS,PRJEB31613,SAMEA5408226,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251255,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408226,ERP114186,GolModII_Mon25_2011,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213536,ERS3213536,GolModII_Mon25_2011,,,,,,,,
ERR3223793,WGS,PRJEB31613,SAMEA5408227,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2019-03-27,2019-03-14,ERX3251256,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408227,ERP114186,GolModII_Mon26_1999,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213537,ERS3213537,GolModII_Mon26_1999,,,,,,,,
ERR3223794,WGS,PRJEB31613,SAMEA5408228,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-14,ERX3251257,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408228,ERP114186,GolModII_Mon27_2011,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:34Z,public,ERS3213538,ERS3213538,GolModII_Mon27_2011,54,2507216,1246621,2,1,,,
